date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
21-09-09,1,Buccaneers,Cowboys,-7.5,31,29,-2.0,0.0,6.2,-1.0,0.0,-6.5,1,,
21-09-12,1,Falcons,Eagles,-3.5,6,32,1.0,0.0,0.2,1.0,0.0,-4.9,1,,
21-09-12,1,Bills,Steelers,-6.5,16,23,0.0,0.0,3.1,5.0,0.0,-1.6,-2,,
21-09-12,1,Panthers,Jets,-5.0,19,14,5.0,0.0,-0.4,2.0,0.0,-4.5,-1,,
21-09-12,1,Bengals,Vikings,3.0,27,24,1.0,0.0,-14.6,-2.0,0.0,0.5,1,,
21-09-12,1,Colts,Seahawks,2.5,16,28,0.0,0.0,1.8,2.0,0.0,7.5,-2,,
21-09-12,1,Titans,Cardinals,-3.0,13,38,0.0,0.0,3.1,-1.0,0.0,3.5,0,,
21-09-12,1,Lions,49ers,7.5,33,41,2.0,0.0,-6.0,1.0,0.0,-1.1,1,,
21-09-12,1,Texans,Jaguars,3.0,37,21,0.0,0.0,-6.6,0.0,0.0,-11.1,1,,
21-09-12,1,Commanders,Chargers,1.0,16,20,0.0,0.0,1.0,-1.0,0.0,7.3,0,,
21-09-12,1,Chiefs,Browns,-6.0,33,29,2.0,0.0,3.6,1.0,0.0,4.3,-1,,
21-09-12,1,Giants,Broncos,2.5,13,27,1.0,0.0,-8.2,-4.0,0.0,0.7,1,,
21-09-12,1,Saints,Packers,4.0,38,3,4.0,0.0,5.8,-1.0,0.0,5.2,3,Saints,W
21-09-12,1,Patriots,Dolphins,-2.5,16,17,-2.0,0.0,-2.7,2.0,0.0,6.1,-3,Dolphins,W
21-09-12,1,Rams,Bears,-7.5,34,14,0.0,0.0,4.4,-1.0,0.0,-1.5,0,,
21-09-13,1,Raiders,Ravens,4.5,33,27,4.0,0.0,4.2,1.0,0.0,1.1,1,,
21-09-16,2,Commanders,Giants,-3.0,30,29,-1.0,-1.0,2.1,0.0,-1.0,-6.4,0,,
21-09-19,2,Dolphins,Bills,3.0,0,35,-1.0,1.0,2.6,1.0,-1.0,1.8,-3,Bills,W
21-09-19,2,Panthers,Saints,3.5,26,7,0.0,0.0,-1.2,-3.0,1.0,3.6,1,,
21-09-19,2,Bears,Bengals,-3.0,20,17,2.0,-1.0,1.2,-1.0,1.0,-11.1,5,Bears,
21-09-19,2,Browns,Texans,-12.5,31,21,2.0,1.0,2.8,-3.0,1.0,-9.0,1,,
21-09-19,2,Colts,Rams,4.0,24,27,0.0,-1.0,3.6,-2.0,1.0,5.7,4,Colts,W
21-09-19,2,Jaguars,Broncos,6.0,13,23,3.0,-1.0,-5.7,0.0,1.0,-1.3,4,Jaguars,L
21-09-19,2,Jets,Patriots,5.5,6,25,0.0,0.0,-3.3,1.0,-1.0,-0.4,-1,,
21-09-19,2,Eagles,49ers,3.5,11,17,0.0,1.0,-3.7,1.0,1.0,0.4,-2,,
21-09-19,2,Steelers,Raiders,-6.0,17,26,-1.0,1.0,-1.8,-1.0,1.0,0.3,-1,,
21-09-19,2,Buccaneers,Falcons,-12.5,48,25,3.0,-1.0,1.6,0.0,-1.0,-3.5,0,,
21-09-19,2,Cardinals,Vikings,-4.0,34,33,-2.0,1.0,4.1,1.0,-1.0,-3.7,-3,Vikings,W
21-09-19,2,Chargers,Cowboys,-3.0,17,20,1.0,1.0,6.4,-3.0,1.0,-3.8,3,Chargers,L
21-09-19,2,Seahawks,Titans,-5.5,30,33,0.0,1.0,8.9,2.0,-1.0,3.1,-2,,
21-09-19,2,Ravens,Chiefs,4.0,36,35,1.0,-1.0,5.9,-2.0,-1.0,3.5,3,Ravens,W
21-09-20,2,Packers,Lions,-10.5,35,17,3.0,-1.0,7.1,-1.0,-1.0,-9.9,3,Packers,W
21-09-23,3,Texans,Panthers,8.0,9,24,0.0,2.0,-8.3,-1.0,1.0,-4.9,2,,
21-09-26,3,Giants,Falcons,-2.5,14,17,-1.0,0.0,-2.4,2.0,-2.0,-2.2,-4,Falcons,W
21-09-26,3,Bills,Commanders,-7.0,43,21,-1.0,0.0,4.0,1.0,-2.0,-1.0,-4,Commanders,L
21-09-26,3,Browns,Bears,-7.5,26,6,0.0,0.0,2.6,-3.0,-1.0,-3.2,-1,,
21-09-26,3,Steelers,Bengals,-2.5,10,24,1.0,0.0,-0.7,3.0,1.0,-5.7,2,,
21-09-26,3,Titans,Colts,-5.0,25,16,1.0,0.0,3.5,0.0,0.0,-0.1,0,,
21-09-26,3,Jaguars,Cardinals,8.0,19,31,2.0,-2.0,-7.7,2.0,0.0,3.4,0,,
21-09-26,3,Lions,Ravens,7.5,17,19,2.0,-2.0,-5.6,0.0,0.0,2.6,1,,
21-09-26,3,Chiefs,Chargers,-7.0,24,30,0.0,-2.0,6.3,1.0,0.0,4.2,-1,,
21-09-26,3,Patriots,Saints,-3.0,13,28,-4.0,0.0,-0.8,1.0,0.0,1.6,-3,Saints,W
21-09-26,3,Broncos,Jets,-10.0,26,0,-2.0,2.0,0.8,4.0,-1.0,-7.4,-5,Jets,L
21-09-26,3,Raiders,Dolphins,-3.5,31,28,-1.0,2.0,-2.8,1.0,0.0,0.4,-4,Dolphins,W
21-09-26,3,Vikings,Seahawks,2.0,30,17,-2.0,0.0,1.3,-1.0,0.0,6.5,-1,,
21-09-26,3,Rams,Buccaneers,1.0,34,24,0.0,0.0,4.8,-2.0,0.0,6.6,0,,
21-09-26,3,49ers,Packers,-3.0,28,30,0.0,2.0,2.3,-2.0,0.0,3.3,-1,,
21-09-27,3,Cowboys,Eagles,-3.5,41,21,-1.0,2.0,2.4,0.0,0.0,-3.8,-1,,
21-09-30,4,Bengals,Jaguars,-7.5,24,21,-1.0,2.0,-3.2,3.0,-3.0,-8.2,-5,Jaguars,W
21-10-03,4,Falcons,Commanders,2.0,30,34,0.0,-1.0,-1.5,3.0,-3.0,-0.9,0,,
21-10-03,4,Bills,Texans,-19.0,40,0,-3.0,1.0,2.5,0.0,1.0,-12.1,-2,,
21-10-03,4,Cowboys,Panthers,-4.5,36,28,-1.0,3.0,0.8,0.0,2.0,-2.8,-2,,
21-10-03,4,Bears,Lions,-3.0,24,14,0.0,-2.0,-3.1,-1.0,-1.0,-5.6,0,,
21-10-03,4,Vikings,Browns,1.0,7,14,0.0,1.0,1.6,0.0,1.0,0.9,1,,
21-10-03,4,Dolphins,Colts,-2.5,17,27,-1.0,1.0,-1.4,-3.0,-1.0,-0.5,-3,Colts,W
21-10-03,4,Eagles,Chiefs,7.0,30,42,1.0,-1.0,-1.6,4.0,-3.0,7.0,-1,,
21-10-03,4,Saints,Giants,-7.0,21,27,-3.0,1.0,1.9,0.0,-1.0,-2.2,-4,Giants,W
21-10-03,4,Jets,Titans,6.0,27,24,1.0,-2.0,-5.9,3.0,1.0,2.1,1,,
21-10-03,4,Rams,Cardinals,-4.0,20,37,0.0,1.0,3.6,-3.0,1.0,2.8,0,,
21-10-03,4,49ers,Seahawks,-2.5,21,28,2.0,1.0,3.6,0.0,-1.0,6.3,-2,,
21-10-03,4,Broncos,Ravens,-1.0,7,23,-1.0,3.0,0.7,1.0,-1.0,4.2,-5,Ravens,W
21-10-03,4,Packers,Steelers,-6.0,27,17,-2.0,1.0,3.5,1.0,-1.0,-2.2,-5,Steelers,L
21-10-03,4,Patriots,Buccaneers,6.5,17,19,3.0,-1.0,1.1,0.0,-1.0,7.1,2,,
21-10-04,4,Chargers,Raiders,-3.0,28,14,-4.0,1.0,3.3,1.0,1.0,-1.9,-1,,
21-10-07,5,Seahawks,Rams,2.5,17,26,-2.0,0.0,4.4,2.0,0.0,4.1,-1,,
21-10-10,5,Falcons,Jets,-3.0,27,20,0.0,-2.0,-3.4,1.0,-1.0,-6.6,0,,
21-10-10,5,Panthers,Eagles,-2.5,18,21,2.0,1.0,-2.3,-1.0,-2.0,-2.4,-1,,
