date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
26-09-09,1,Seahawks,Patriots,-3.5,13,10,-3.0,0.0,7.7,3.0,0.0,3.9,-1,,
26-09-10,1,Rams,49ers,-3.5,7,27,1.0,0.0,7.0,3.0,0.0,2.7,1,,
26-09-13,1,Steelers,Falcons,-6.5,20,13,-1.0,0.0,-2.3,-1.0,0.0,-2.8,-1,,
26-09-13,1,Texans,Bills,1.5,31,36,2.0,0.0,2.3,4.0,0.0,0.4,1,,
26-09-13,1,Panthers,Bears,2.5,37,59,1.0,0.0,-0.8,3.0,0.0,4.0,-1,,
26-09-13,1,Jaguars,Browns,-8.5,34,10,1.0,0.0,2.6,-1.0,0.0,-8.1,3,Jaguars,W
26-09-13,1,Lions,Saints,-6.5,31,30,0.0,0.0,6.6,1.0,0.0,-3.7,0,,
26-09-13,1,Titans,Jets,-1.5,10,23,1.0,0.0,-7.6,0.0,0.0,-8.9,0,,
26-09-13,1,Colts,Ravens,2.5,23,41,3.0,0.0,-4.7,1.0,0.0,4.5,-1,,
26-09-13,1,Bengals,Buccaneers,-3.5,33,27,1.0,0.0,-3.0,-2.0,0.0,-0.0,1,,
26-09-13,1,Chargers,Cardinals,-8.5,14,26,-1.0,0.0,0.5,2.0,0.0,-5.6,-3,Cardinals,W
26-09-13,1,Vikings,Packers,-2.5,39,22,1.0,0.0,4.7,-2.0,0.0,0.5,3,Vikings,W
26-09-13,1,Raiders,Dolphins,-3.5,27,13,0.0,0.0,-9.4,2.0,0.0,-6.9,-2,,
26-09-13,1,Eagles,Commanders,-5.5,24,22,-2.0,0.0,2.9,1.0,0.0,-0.4,-3,Commanders,W
26-09-13,1,Giants,Cowboys,3.5,28,20,-1.0,0.0,-1.6,1.0,0.0,8.2,-3,Cowboys,L
26-09-14,1,Chiefs,Broncos,-2.5,31,10,0.0,0.0,-2.4,2.0,0.0,10.0,-2,,
26-09-17,2,Bills,Lions,-3.5,41,31,-2.0,1.0,4.0,-2.0,-1.0,2.9,-3,Lions,L
26-09-20,2,Falcons,Panthers,-1.5,,,1.0,-1.0,-3.7,2.0,-1.0,-2.9,-1,,
26-09-20,2,Texans,Bengals,-3.0,,,2.0,-1.0,0.8,-3.0,1.0,-1.2,3,Texans,
26-09-20,2,Buccaneers,Browns,-8.5,,,3.0,-1.0,-1.6,2.0,-1.0,-5.6,-1,,
26-09-20,2,Jets,Packers,4.5,,,-1.0,1.0,-6.1,1.0,-1.0,-1.4,-5,Packers,
26-09-20,2,Bears,Vikings,-5.5,,,-2.0,1.0,2.3,-1.0,1.0,0.2,-1,,
26-09-20,2,Ravens,Saints,-8.5,,,-1.0,1.0,2.6,2.0,1.0,-2.0,-3,Saints,
26-09-20,2,Titans,Eagles,7.0,,,1.0,-1.0,-7.5,0.0,-1.0,5.2,0,,
26-09-20,2,Patriots,Steelers,-5.5,,,3.0,1.0,5.5,-1.0,1.0,-1.4,3,Patriots,
26-09-20,2,Broncos,Jaguars,-2.5,,,1.0,-1.0,6.9,-2.0,1.0,1.0,5,Broncos,
26-09-20,2,Chargers,Raiders,-7.0,,,2.0,-1.0,-1.1,0.0,1.0,-6.4,2,,
26-09-20,2,49ers,Dolphins,-12.5,,,-1.0,1.0,1.9,0.0,-1.0,-6.7,-4,Dolphins,
26-09-20,2,Cardinals,Seahawks,4.5,,,-2.0,1.0,-6.3,-3.0,-1.0,6.3,-3,Seahawks,
26-09-20,2,Cowboys,Commanders,-4.5,,,0.0,-1.0,8.2,0.0,1.0,2.0,3,Cowboys,
26-09-20,2,Chiefs,Colts,-6.5,,,-1.0,1.0,2.6,1.0,-1.0,-4.5,-3,Colts,
26-09-21,2,Rams,Giants,-7.0,,,1.0,-1.0,5.7,0.0,1.0,0.3,2,,
