date,week,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
26-09-09,1,Seahawks,Patriots,-3.5,13,10,-3.0,0.0,7.7,3.0,0.0,3.9,-1,,
26-09-10,1,Rams,49ers,-3.5,7,27,1.0,0.0,7.0,3.0,0.0,2.7,1,,
26-09-13,1,Steelers,Falcons,-6.5,20,13,-1.0,0.0,-2.3,-1.0,0.0,-2.8,-1,,
26-09-13,1,Texans,Bills,1.5,31,36,2.0,0.0,2.3,4.0,0.0,0.4,1,,
26-09-13,1,Panthers,Bears,2.5,37,59,1.0,0.0,-0.8,3.0,0.0,4.0,-1,,
26-09-13,1,Jaguars,Browns,-8.5,34,10,1.0,0.0,2.6,-1.0,0.0,-8.1,3,Jaguars,W
26-09-13,1,Lions,Saints,-6.5,31,30,0.0,0.0,6.6,1.0,0.0,-3.7,0,,
26-09-13,1,Titans,Jets,-1.5,10,23,1.0,0.0,-7.6,0.0,0.0,-8.9,0,,
26-09-13,1,Colts,Ravens,2.5,23,41,3.0,0.0,-4.7,1.0,0.0,4.5,-1,,
26-09-13,1,Bengals,Buccaneers,-3.5,33,27,1.0,0.0,-3.0,-2.0,0.0,-0.0,1,,
26-09-13,1,Chargers,Cardinals,-8.5,14,26,-1.0,0.0,0.5,2.0,0.0,-5.6,-3,Cardinals,W
26-09-13,1,Vikings,Packers,-2.5,39,22,1.0,0.0,4.7,-2.0,0.0,0.5,3,Vikings,W
26-09-13,1,Raiders,Dolphins,-3.5,27,13,0.0,0.0,-9.4,2.0,0.0,-6.9,-2,,
26-09-13,1,Eagles,Commanders,-5.5,24,22,-2.0,0.0,2.9,1.0,0.0,-0.4,-3,Commanders,W
26-09-13,1,Giants,Cowboys,3.5,28,20,-1.0,0.0,-1.6,1.0,0.0,8.2,-3,Cowboys,L
26-09-14,1,Chiefs,Broncos,-2.5,,,0.0,0.0,-2.4,2.0,0.0,10.0,-2,,
